EXO 1:1	Iată numele fiilor lui Israel care au venit în Egipt cu Iacov, fiecare cu familia lui:
EXO 18:13	On the next day, Moise sat to judge the people, and the people stood around Moise from the morning to the evening. (text revizuit în limba română cu diacritice)
EXO 18:14	When Moise’ father-in-law saw all that he did to the people, he a zis, What is this thing that you do for the people? Why do you sit alone, and all the people stand around you from morning to evening? (text revizuit în limba română cu diacritice)
EXO 18:15	Moise i-a zis lui his father-in-law, Because the people come to me to inquire of Dumnezeu. (text revizuit în limba română cu diacritice)
EXO 18:16	When they have a matter, they come to me, and I judge between a man and his neighbor, and I make them know the statutes of Dumnezeu, and his laws. (text revizuit în limba română cu diacritice)
EXO 18:17	Moise’ father-in-law i-a zis lui him, The thing that you do is not să pleceod.
EXO 18:18	You will surely wear away, both you, and this people that is with you; for the thing is too heavy for you. You are not able to perform it yourself alone. (text revizuit în limba română cu diacritice)
EXO 18:19	Listen now to my voice. I will give you counsel, and Dumnezeu be with you. You represent the people before Dumnezeu, and bring the causes to Dumnezeu. (text revizuit în limba română cu diacritice)
EXO 18:20	You shall teach them the statutes and the laws, and shall show them the way in which they must walk, and the work that they must do. (text revizuit în limba română cu diacritice)
EXO 18:21	Moreover you shall provide out of all the people able men which fear Dumnezeu: men of truth, hating unjust gain; and place such over them, to be rulers of thousands, rulers of hundreds, rulers of fifties, and rulers of tens. (text revizuit în limba română cu diacritice)
EXO 18:22	Let them judge the people at all times. It shall be that every great matter they shall bring to you, but every small matter they shall judge themselves. So shall it be easier for you, and they shall share the load with you. (text revizuit în limba română cu diacritice)
EXO 18:23	If you will do this thing, and Dumnezeu commands you so, then you will be able to endure, and all these people also will să plece to their place in peace.
EXO 18:24	So Moise listened to the voice of his father-in-law, and did all that he had a zis. (text revizuit în limba română cu diacritice)
EXO 18:25	Moise chose able men out of all Israel, and made them heads over the people, rulers of thousands, rulers of hundreds, rulers of fifties, and rulers of tens. (text revizuit în limba română cu diacritice)
EXO 18:26	They judged the people at all times. They brought the hard cases to Moise, but every small matter they judged themselves. (text revizuit în limba română cu diacritice)
EXO 18:27	Moise let his father-in-law depart, and he went his way into his own țară.
EXO 19:1	In the third month after the children of Israel had să plecene out of the țară of Egipt, on that same day they came into the wilderness of Sinai.
EXO 19:2	When they had departed from Rephidim, and had come to the wilderness of Sinai, they encamped in the wilderness; and there Israel encamped before the mountain. (text revizuit în limba română cu diacritice)
EXO 19:3	Moise went up to Dumnezeu, and the DOMNUL called to him out of the mountain, saying, This is what you shall tell the house of Jacob, and tell the children of Israel: (text revizuit în limba română cu diacritice)
EXO 19:4	‘You have seen what I did to the Egiptians, and how I bore you on eagles’ wings, and brought you to myself. (text revizuit în limba română cu diacritice)
EXO 19:5	Now therefore, if you will indeed obey my voice and keep my covenant, then you shall be my own possession from among all peoples; for all the earth is mine; (text revizuit în limba română cu diacritice)
EXO 19:6	and you shall be to me a kingdom of priests and a holy nation.’ These are the words which you shall speak to the children of Israel. (text revizuit în limba română cu diacritice)
EXO 19:7	Moise came and called for the elders of the people, and set before them all these words which the DOMNUL commanded him. (text revizuit în limba română cu diacritice)
EXO 19:8	All the people answered together, and a zis, All that the DOMNUL has spoken we will do. Moise reported the words of the people to the DOMNUL. (text revizuit în limba română cu diacritice)
EXO 19:9	The DOMNUL i-a zis lui Moise, Behold, I come to you in a thick cloud, that the people may hear when I speak with you, and may also believe you forever. Moise told the words of the people to the DOMNUL. (text revizuit în limba română cu diacritice)
EXO 19:10	The DOMNUL i-a zis lui Moise, Go to the people, and sanctify them today and tomorrow, and let them wash their garments, (text revizuit în limba română cu diacritice)
EXO 19:11	and be ready for the third day; for on the third day the DOMNUL will come down in the sight of all the people on Mount Sinai. (text revizuit în limba română cu diacritice)
EXO 19:12	You shall set bounds to the people all around, saying, ‘Be careful that you don’t să plece up onto the mountain, or touch its border. Whoever touches the mountain shall be surely put to death.
EXO 19:13	No mână shall touch him, but he shall surely be stoned or shot through; whether it is animal or man, he shall not live.’ When the trumpet sounds long, they shall come up to the mountain.
EXO 19:14	Moise went down from the mountain to the people, and sanctified the people; and they washed their clothes. (text revizuit în limba română cu diacritice)
EXO 19:15	He i-a zis lui the people, Be ready by the third day. Don’t have sexual relations with a woman. (text revizuit în limba română cu diacritice)
EXO 19:16	On the third day, when it was morning, there were thunders and lightnings, and a thick cloud on the mountain, and the sound of an exceedingly loud trumpet; and all the people who were in the camp trembled. (text revizuit în limba română cu diacritice)
EXO 19:17	Moise led the people out of the camp to meet Dumnezeu; and they stood at the lower part of the mountain. (text revizuit în limba română cu diacritice)
EXO 19:18	All of Mount Sinai smoked, because the DOMNUL descended on it in fire; and its smoke ascended like the smoke of a furnace, and the whole mountain quaked greatly. (text revizuit în limba română cu diacritice)
EXO 19:19	When the sound of the trumpet grew louder and louder, Moise spoke, and Dumnezeu answered him by a voice. (text revizuit în limba română cu diacritice)
EXO 19:20	The DOMNUL came down on Mount Sinai, to the top of the mountain. The DOMNUL called Moise to the top of the mountain, and Moise went up. (text revizuit în limba română cu diacritice)
EXO 19:21	The DOMNUL i-a zis lui Moise, Go down, warn the people, lest they break through to the DOMNUL to gaze, and many of them perish. (text revizuit în limba română cu diacritice)
EXO 19:22	Let the priests also, who come near to the DOMNUL, sanctify themselves, lest the DOMNUL break out on them. (text revizuit în limba română cu diacritice)
EXO 19:23	Moise i-a zis lui the DOMNUL, The people can’t come up to Mount Sinai, for you warned us, saying, ‘Set bounds around the mountain, and sanctify it.’  (text revizuit în limba română cu diacritice)
EXO 19:24	The DOMNUL i-a zis lui him, Go down! You shall bring Aaron up with you, but don’t let the priests and the people break through to come up to the DOMNUL, lest he break out against them. (text revizuit în limba română cu diacritice)
EXO 19:25	So Moise went down to the people, and told them. (text revizuit în limba română cu diacritice)
EXO 20:1	Dumnezeu spoke all these words, saying, (text revizuit în limba română cu diacritice)
EXO 20:2	Eu sunt the DOMNUL your Dumnezeu, who brought you out of the țară of Egipt, out of the house of bondage.
EXO 20:3	You shall have no other să pleceds before me.
EXO 20:4	You shall not make for yourselves an idol, nor any image of anything that is in the heavens above, or that is on the earth beneath, or that is in the water under the earth: (text revizuit în limba română cu diacritice)
